      时间,    开盘,    最高,    最低,    收盘,         成交量,   MA.MA1   ,   MA.MA2   ,   MA.MA3   ,   MA.MA4   ,  VOL.VOLUME,  VOL.MAVOL1,  VOL.MAVOL2, MACD.DIF   , MACD.DEA   , MACD.MACD  
 2014/12/12-10:25,2949.73,2952.13,2946.89,2951.65,857317,2941.96,2943.06,2933.6,2932.31,857317,1032241.63,1319300,5.53,3.9,3.26
 2014/12/12-10:30,2952.63,2955.36,2952.17,2952.69,950894,2945.74,2943.86,2934.63,2932.52,950894,1000691.19,1234330.38,6.1,4.34,3.52
 2014/12/12-10:35,2952.28,2957.31,2951.45,2957.2,873439,2950.9,2945.64,2936.25,2933.09,873439,964512,1153552,6.84,4.84,4
 2014/12/12-10:40,2957.28,2961.7,2957.02,2958.32,1088788,2954.08,2946.59,2937.9,2933.57,1088788,1002136,1107546.38,7.43,5.36,4.15
 2014/12/12-10:45,2958.08,2958.35,2951.98,2952.68,811774,2954.51,2947.34,2939.82,2933.96,811774,916441.63,1033472.81,7.36,5.76,3.2
 2014/12/12-10:50,2952.15,2956,2952.11,2954.53,711331,2955.09,2948.52,2941.58,2934.14,711331,887246.38,959744,7.37,6.08,2.58
 2014/12/12-10:55,2954.33,2955.14,2947.64,2948,730034,2954.15,2949.95,2942.9,2934.4,730034,843073.63,921882.38,6.77,6.22,1.1
 2014/12/12-11:00,2946.89,2950.52,2945.55,2946.29,877985,2951.96,2951.43,2943.98,2934.35,877985,843982.38,904247.19,6.09,6.19,-0.21
 2014/12/12-11:05,2945.3,2945.69,2942.23,2943.14,745522,2948.93,2951.5,2945.07,2934.3,745522,775329.63,888732.81,5.23,6,-1.54
 2014/12/12-11:10,2943.53,2948.1,2943.24,2947.23,731511,2947.84,2951.18,2946.15,2934.12,731511,759276.81,837859.19,4.83,5.77,-1.88
 2014/12/12-11:15,2946.98,2948.13,2942.77,2943.91,775759,2945.71,2950.4,2946.73,2934.07,775759,772161.63,829704,4.19,5.45,-2.52
 2014/12/12-11:20,2943.18,2946.41,2943.14,2943.31,655640,2944.77,2949.46,2946.66,2933.75,655640,757283.19,800178.38,3.6,5.08,-2.97
 2014/12/12-11:25,2943.75,2944.08,2938.07,2938.07,535828,2943.13,2947.55,2946.6,2933.42,535828,688852.81,766417.63,2.67,4.6,-3.85
 2014/12/12-13:00,2938.58,2938.58,2925.23,2925.64,717530,2939.64,2944.28,2945.43,2932.95,717530,683254.38,729292,0.93,3.86,-5.87
 2014/12/12-13:05,2925.14,2925.14,2918.09,2924.89,959360,2935.16,2941.5,2944.42,2933.02,959360,728824,744050.38,-0.51,2.99,-7
 2014/12/12-13:10,2924.94,2928.45,2924.1,2924.31,490717,2931.24,2938.48,2943.5,2932.92,490717,671814.38,721988,-1.68,2.06,-7.47
 2014/12/12-13:15,2924.37,2925.41,2921.16,2925.41,540157,2927.66,2936.22,2943.08,2932.72,540157,648718.38,703000.81,-2.49,1.15,-7.27
 2014/12/12-13:20,2925.51,2932.49,2925.51,2932.45,532325,2926.54,2934.84,2943.13,2932.5,532325,648017.63,668435.19,-2.53,0.41,-5.88
 2014/12/12-13:25,2932.04,2932.11,2921.73,2921.73,511501,2925.76,2932.7,2942.1,2932.32,511501,606811.19,645032.81,-3.39,-0.35,-6.08
 2014/12/12-13:30,2921.48,2923.26,2917.4,2923.26,588821,2925.43,2930.3,2940.74,2932.24,588821,532704,630764,-3.9,-1.06,-5.69
 2014/12/12-13:35,2923.36,2928.87,2923.19,2928.33,492149,2926.24,2928.74,2939.57,2931.98,492149,532992,602403.19,-3.86,-1.62,-4.47
 2014/12/12-13:40,2928.3,2928.3,2919.03,2919.03,508660,2924.96,2926.31,2937.89,2931.53,508660,526691.19,587704.81,-4.52,-2.2,-4.64
 2014/12/12-13:45,2919.13,2919.94,2915.22,2916.83,616664,2921.83,2924.19,2935.87,2931.23,616664,543558.38,595788,-5.16,-2.79,-4.74
 2014/12/12-13:50,2917.69,2923.03,2916.6,2922.81,489576,2922.05,2923.9,2934.09,2931.09,489576,539174.38,572992.81,-5.13,-3.26,-3.74
 2014/12/12-13:55,2922.84,2923.11,2920.31,2921.01,434388,2921.61,2923.52,2932.51,2931.09,434388,508286.41,520495.19,-5.19,-3.64,-3.09
 2014/12/12-14:00,2920.53,2935.14,2920.41,2935.14,606538,2922.96,2924.6,2931.54,2931.32,606538,531164.81,532078.38,-4.05,-3.72,-0.64
 2014/12/12-14:05,2934.32,2939.73,2932.9,2933.68,618161,2925.89,2925.43,2930.82,2931.54,618161,553065.63,539878.38,-3.22,-3.62,0.8
 2014/12/12-14:10,2933.37,2933.37,2926.35,2927.4,507274,2928.01,2924.92,2929.88,2931.64,507274,531188.81,537373.63,-3.04,-3.51,0.93
 2014/12/12-14:15,2927.7,2928.2,2922.68,2922.82,520477,2928.01,2925.03,2928.86,2931.83,520477,537366.38,538270.38,-3.23,-3.45,0.44
 2014/12/12-14:20,2922.38,2928.95,2921.97,2928.46,525497,2929.5,2925.55,2927.93,2932.4,525497,555590.38,531938.38,-2.9,-3.34,0.89
 2014/12/12-14:25,2929,2931.36,2929,2929.75,534233,2928.43,2925.69,2927.22,2932.83,534233,541129.63,536147.19,-2.49,-3.17,1.36
 2014/12/12-14:30,2929.45,2938.33,2928.67,2937.17,631789,2929.12,2927.51,2926.91,2933.21,631789,543852.81,548459.19,-1.56,-2.85,2.58
 2014/12/12-14:35,2937.7,2939.54,2936.59,2936.63,638330,2930.96,2929.49,2926.84,2933.59,638330,570064,550626.38,-0.85,-2.45,3.19
 2014/12/12-14:40,2936.59,2940.61,2935.77,2940.61,666589,2934.52,2931.27,2927.59,2933.91,666589,599289.63,568328,0.03,-1.95,3.97
 2014/12/12-14:45,2940.12,2945.93,2940.12,2945.05,841410,2937.84,2933.67,2928.59,2934.39,841410,662470.38,609030.38,1.07,-1.35,4.84
 2014/12/12-14:50,2944.73,2945.57,2939.01,2939.18,954705,2939.73,2934.07,2929.34,2934.57,954705,746563.19,643846.38,1.41,-0.8,4.41
 2014/12/12-14:55,2938.84,2938.84,2935.75,2937.89,983885,2939.87,2934.49,2929.96,2934.67,983885,816985.63,680419.19,1.56,-0.33,3.76
 2014/12/12-15:00,2937.34,2939.47,2936.41,2938.17,1291619,2940.18,2935.57,2930.25,2934.92,1291619,947641.63,758852.81,1.67,0.07,3.2
 2014/12/15-09:35,2921.45,2921.45,2910.06,2914.67,2807033,2934.99,2934.76,2929.89,2934.74,2807033,1375731.25,987510.38,-0.13,0.03,-0.32
 2014/12/15-09:40,2914.53,2914.78,2899.78,2899.78,1793468,2925.94,2931.89,2928.72,2934.16,1793468,1566140.75,1114305.63,-2.72,-0.52,-4.41
 2014/12/15-09:45,2899.01,2909.86,2898.29,2909.86,1591377,2920.07,2929.9,2927.8,2933.66,1591377,1693475.25,1220019.25,-3.92,-1.2,-5.45
 2014/12/15-09:50,2909.76,2918.21,2909.76,2916.23,1383465,2915.74,2927.81,2927.66,2933.39,1383465,1773392,1295188.75,-4.31,-1.82,-4.98
 2014/12/15-09:55,2916.26,2916.26,2899.96,2901.16,1403632,2908.34,2924.26,2926.87,2933,1403632,1795795.25,1371718.38,-5.77,-2.61,-6.31
 2014/12/15-10:00,2901.48,2912.56,2901.02,2912.56,1163154,2907.92,2921.45,2926.36,2932.79,1163154,1467017.63,1421374.38,-5.93,-3.28,-5.32
 2014/12/15-10:05,2911.84,2913.42,2908.39,2913.18,1069764,2910.6,2918.27,2925.97,2932.77,1069764,1322278.38,1444209.63,-5.95,-3.81,-4.27
 2014/12/15-10:10,2912.86,2921.72,2912.86,2920.27,1099809,2912.68,2916.38,2925.23,2932.78,1099809,1223964.75,1458720,-5.32,-4.11,-2.42
 2014/12/15-10:15,2919.34,2920.15,2915.5,2915.5,858115,2912.54,2914.14,2924.32,2932.68,858115,1118896,1446144,-5.15,-4.32,-1.67
 2014/12/15-10:20,2916.3,2918.69,2911.46,2911.46,874581,2914.59,2911.47,2923.52,2932.46,874581,1013084.81,1404440,-5.29,-4.51,-1.54
 2014/12/15-10:25,2912.12,2912.12,2905.86,2907.1,840225,2913.51,2910.71,2922.73,2932.22,840225,948499.19,1207758.38,-5.68,-4.75,-1.86
 2014/12/15-10:30,2908.12,2908.12,2899.95,2900.56,779707,2910.98,2910.79,2921.34,2931.8,779707,890489.63,1106384,-6.44,-5.08,-2.71
 2014/12/15-10:35,2900.17,2904.8,2899.17,2904.8,760818,2907.88,2910.28,2920.09,2931.35,760818,822691.19,1023328,-6.63,-5.39,-2.47
 2014/12/15-10:40,2904.56,2907.32,2904.56,2905.38,573856,2905.86,2909.2,2918.5,2930.69,573856,765836.81,942366.38,-6.65,-5.64,-2.01
 2014/12/15-10:45,2905.14,2906.41,2903.98,2906.04,546460,2904.78,2909.69,2916.97,2930.14,546460,700211.19,856648,-6.54,-5.82,-1.43
 2014/12/15-10:50,2906.22,2907.69,2903.12,2903.12,597057,2903.98,2908.74,2915.1,2929.37,597057,651580.81,800040,-6.61,-5.98,-1.26
 2014/12/15-10:55,2903.43,2903.44,2892.05,2892.18,943595,2902.31,2906.64,2912.45,2928.49,943595,684355.19,787422.38,-7.47,-6.28,-2.38
 2014/12/15-11:00,2891.59,2895.72,2891.14,2895.48,758897,2900.44,2904.16,2910.27,2927.7,758897,683971.19,753331.19,-7.79,-6.58,-2.42
 2014/12/15-11:05,2896.02,2902.33,2895.38,2901.46,556271,2899.66,2902.76,2908.45,2927.16,556271,680454.38,723145.63,-7.47,-6.76,-1.43
 2014/12/15-11:10,2901.91,2901.91,2898.15,2898.15,512694,2898.07,2901.43,2906.45,2926.61,512694,673705.63,686958.38,-7.41,-6.89,-1.04
 2014/12/15-11:15,2898.21,2899.43,2896.66,2898.89,545800,2897.23,2900.6,2905.66,2925.88,545800,663449.63,657515.19,-7.21,-6.95,-0.51
 2014/12/15-11:20,2899.81,2909.07,2898.75,2907.74,643322,2900.34,2901.32,2906.06,2925.17,643322,603398.38,643876.81,-6.27,-6.82,1.1
 2014/12/15-11:25,2908.57,2910.24,2906.96,2910.24,473350,2903.3,2901.87,2906.07,2924.48,473350,546288,615129.63,-5.26,-6.5,2.49
 2014/12/15-13:00,2910.35,2915.55,2910.15,2915.36,470589,2906.07,2902.87,2906.03,2923.86,470589,529152,604803.19,-4,-6,4.01
 2014/12/15-13:05,2916.42,2918.73,2913.44,2914.15,657173,2909.27,2903.68,2906.68,2923.14,657173,558044.81,615875.19,-3.07,-5.42,4.7
 2014/12/15-13:10,2913.32,2916.06,2912.05,2915.66,482549,2912.63,2904.93,2906.84,2922.43,482549,545395.19,604422.38,-2.18,-4.77,5.18
